Repeat_number,Bee_ID,Colony,Weight,Compound,Dose_ng_per_bee,Dose_consumption,0hrs,3hrs,24hrs,48hrs,final,Feeding_weight_start,Feeding_weight_end,Consumption_g_48hrs,Consumption_g_24hrs,Thorax_width_mm,EVAP_48hr,Adjusted_48hr,Final_adjustment
1,D18,A2,0.2045,SLF,4000,Y,1,0,0,0,0,3.3631,NA,#VALUE!,#VALUE!,5.35,0.0572,#VALUE!,#VALUE!
1,D19,A2,0.1834,SLF,4000,Y,1,0,0,0,0,3.3356,NA,#VALUE!,#VALUE!,5.42,0.0572,#VALUE!,#VALUE!
1,D20,A2,0.1998,SLF,4000,N,1,0,NA ,NA ,NA ,3.3893,NA,#VALUE!,#VALUE!,5.02,0.0572,#VALUE!,#VALUE!
1,E1,A1,0.2409,SLF,400,N,1,0,NA,NA,NA,3.402,NA,#VALUE!,#VALUE!,5.58,0.0572,#VALUE!,#VALUE!
1,E2,A1,0.1873,SLF,400,N,1,1,NA,NA,NA,3.3366,NA,#VALUE!,#VALUE!,4.55,0.0572,#VALUE!,#VALUE!
1,E3,A1,0.2252,SLF,400,Y,1,0,0,0,0,3.348,NA,#VALUE!,#VALUE!,5.52,0.0572,#VALUE!,#VALUE!
1,E4,A1,0.1773,SLF,400,N,1,1,NA,NA,NA,3.4038,NA,#VALUE!,#VALUE!,5.17,0.0572,#VALUE!,#VALUE!
1,E5,A1,0.1535,SLF,400,Y,1,0,0,0,0,3.356,NA,#VALUE!,#VALUE!,5.02,0.0572,#VALUE!,#VALUE!
1,E6,A1,0.2084,SLF,400,Y,1,0,0,0,0,3.3663,NA,#VALUE!,#VALUE!,5.22,0.0572,#VALUE!,#VALUE!
1,E7,A1,0.1878,SLF,400,Y,1,0,0,0,0,3.3902,NA,#VALUE!,#VALUE!,4.96,0.0572,#VALUE!,#VALUE!
1,E8,A1,0.1479,SLF,400,Y,1,0,0,0,0,3.345,NA,#VALUE!,#VALUE!,4.74,0.0572,#VALUE!,#VALUE!
1,E9,A1,0.1922,SLF,400,Y,1,0,0,0,0,3.4213,NA,#VALUE!,#VALUE!,5.33,0.0572,#VALUE!,#VALUE!
1,E10,A1,0.2668,SLF,400,Y,1,0,0,0,0,3.3737,NA,#VALUE!,#VALUE!,5.5,0.0572,#VALUE!,#VALUE!
1,E11,A2,0.1778,SLF,400,Y,1,0,0,0,0,3.4064,NA,#VALUE!,#VALUE!,4.88,0.0572,#VALUE!,#VALUE!
1,E12,A2,0.2215,SLF,400,N,1,0,NA,NA,NA,3.3448,NA,#VALUE!,#VALUE!,5.42,0.0572,#VALUE!,#VALUE!
1,E13,A2,0.1736,SLF,400,Y,1,0,0,0,0,3.3786,NA,#VALUE!,#VALUE!,4.59,0.0572,#VALUE!,#VALUE!
1,E14,A2,0.1642,SLF,400,Y,1,0,0,0,0,3.3547,NA,#VALUE!,#VALUE!,4.76,0.0572,#VALUE!,#VALUE!
1,E15,A2,0.1613,SLF,400,N,1,1,NA,NA,NA,3.3904,NA,#VALUE!,#VALUE!,4.53,0.0572,#VALUE!,#VALUE!
1,E16,A2,0.2142,SLF,400,Y,1,0,0,0,0,3.3926,NA,#VALUE!,#VALUE!,5.05,0.0572,#VALUE!,#VALUE!
1,E17,A2,0.1641,SLF,400,Y,1,0,0,0,0,3.3809,NA,#VALUE!,#VALUE!,4.58,0.0572,#VALUE!,#VALUE!
1,E18,A2,0.2028,SLF,400,N,1,0,NA,NA,NA,3.3537,NA,#VALUE!,#VALUE!,5.3,0.0572,#VALUE!,#VALUE!
1,E19,A2,0.226,SLF,400,Y,1,0,0,0,0,3.3533,NA,#VALUE!,#VALUE!,5.53,0.0572,#VALUE!,#VALUE!
1,E20,A2,0.1511,SLF,400,N,1,1,NA,NA,NA,3.413,NA,#VALUE!,#VALUE!,4.74,0.0572,#VALUE!,#VALUE!
1,E1,A1,0.2214,ACETONE,5,N,1,1,NA,NA,NA,3.3854,NA,#VALUE!,#VALUE!,5.54,0.0572,#VALUE!,#VALUE!
1,E2,A1,0.2064,ACETONE,5,Y,1,1,1,0,0,3.3177,2.1312,1.1865,0.59325,5.37,0.0572,1.1293,1.1293
1,E3,A2,0.1792,ACETONE,5,Y,1,1,1,1,1,3.318,3.0686,0.2494,0.1247,4.86,0.0572,0.1922,0.1922
1,E4,A2,0.2591,ACETONE,5,Y,1,1,1,1,1,3.3869,3.2102,0.1767,0.08835,5.35,0.0572,0.1195,0.1195
1,E5,A2,0.1655,ACETONE,5,N,1,1,NA,NA,NA,3.3397,NA,#VALUE!,#VALUE!,4.87,0.0572,#VALUE!,#VALUE!
1,A1,A1,0.2056,ACETONE,10,Y,1,1,1,1,1,3.3632,3.2169,0.1463,0.07315,4.35,0.0572,0.0891,0.0891
1,A2,A1,0.1548,ACETONE,10,Y,1,1,1,0,0,3.3479,2.4993,0.8486,0.4243,3.97,0.0572,0.7914,0.7914
1,A3,A2,0.1527,ACETONE,10,N,1,1,NA,NA,NA,3.3625,NA,#VALUE!,#VALUE!,4.44,0.0572,#VALUE!,#VALUE!
1,A4,A2,0.151,ACETONE,10,N,1,1,NA,NA,NA,3.314,NA,#VALUE!,#VALUE!,4.49,0.0572,#VALUE!,#VALUE!
1,A5,A2,0.1754,ACETONE,10,Y,1,1,1,0,0,3.3856,2.9947,0.3909,0.19545,4.32,0.0572,0.3337,0.3337
1,X1,A1,0.145,ACETONE,0.25,N,1,1,NA,NA,NA,3.3996,NA,#VALUE!,#VALUE!,3.97,0.0572,#VALUE!,#VALUE!
1,X2,A1,0.1769,ACETONE,0.25,Y,1,1,1,1,1,3.2841,2.2836,1.0005,0.50025,4.24,0.0572,0.9433,0.9433
1,X3,A2,0.1804,ACETONE,0.25,Y,1,1,1,1,1,3.3115,3.2262,0.1706,0.0853,4.96,0.0572,0.1134,0.1134
1,X4,A2,0.201,ACETONE,0.25,N,1,1,NA,NA,NA,3.3864,NA,#VALUE!,#VALUE!,4.85,0.0572,#VALUE!,#VALUE!
1,X5,A2,0.1796,ACETONE,0.25,Y,1,1,1,1,1,3.3338,3.183,0.3016,0.1508,4.52,0.0572,0.2444,0.2444
3,X1,A1,0.145,FLU,0.25,N,1,1,NA,NA,NA,3.3996,NA,#VALUE!,#VALUE!,3.97,0.0572,#VALUE!,#VALUE!
3,X2,A1,0.1769,FLU,0.25,Y,1,1,1,1,1,3.2841,2.2836,1.0005,0.50025,4.24,0.0572,0.9433,0.9433
3,X3,A2,0.1804,FLU,0.25,Y,1,1,1,1,1,3.3115,3.2262,0.1706,0.0853,4.96,0.0572,0.1134,0.1134
3,X4,A2,0.201,FLU,0.25,N,1,1,NA,NA,NA,3.3864,NA,#VALUE!,#VALUE!,4.85,0.0572,#VALUE!,#VALUE!
3,X5,A2,0.1796,FLU,0.25,Y,1,1,0,0,0,3.3338,3.183,0.3016,0.1508,4.52,0.0572,0.2444,0.2444
3,B1,A1,0.2414,FLU,20000,Y,1,0,0,0,0,3.3375,NA,#VALUE!,#VALUE!,5.87,0.06356,#VALUE!,#VALUE!
3,B2,A1,0.1614,FLU,20000,Y,1,1,0,0,0,3.3478,3.2397,0.2162,0.1081,4.51,0.06356,0.15264,0.15264
3,B3,A2,0.2013,FLU,20000,N,1,1,NA,NA,NA,3.3113,NA,#VALUE!,#VALUE!,4.98,0.06356,#VALUE!,#VALUE!
3,B4,A2,0.2156,FLU,20000,Y,1,1,0,0,0,3.3397,3.314,0.0514,0.0257,4.34,0.06356,-0.01216,0
3,B5,A2,0.2615,FLU,20000,Y,1,1,1,1,1,3.368,2.7536,0.6144,0.3072,5.4,0.06356,0.55084,0.55084
3,C1,A1,0.1497,FLU,80000,Y,1,1,0,0,0,3.3555,3.2492,0.2126,0.1063,5.38,0.06356,0.14904,0.14904
3,C2,A1,0.1414,FLU,80000,Y,1,0,0,0,0,3.3459,NA,#VALUE!,#VALUE!,4.07,0.06356,#VALUE!,#VALUE!
3,C3,A2,0.1448,FLU,80000,Y,1,1,0,0,0,3.3577,3.2663,0.1828,0.0914,4.56,0.06356,0.11924,0.11924
3,C4,A2,0.2773,FLU,80000,Y,1,1,0,0,0,3.3324,3.204,0.2568,0.1284,5.23,0.06356,0.19324,0.19324
3,C5,A2,0.1499,FLU,80000,Y,1,1,0,0,0,3.3183,3.2271,0.1824,0.0912,4.13,0.06356,0.11884,0.11884
3,D1,A1,0.2273,FLU,10000,Y,1,1,1,1,1,3.3524,2.1348,1.2176,0.6088,5.38,0.06356,1.15404,1.15404
3,D2,A1,0.1463,FLU,10000,Y,1,1,0,0,0,3.3225,3.232,0.181,0.0905,4.37,0.06356,0.11744,0.11744
3,D3,A2,0.2133,FLU,10000,N,1,1,NA,NA,NA,3.3105,NA,#VALUE!,#VALUE!,5.82,0.06356,#VALUE!,#VALUE!
3,D4,A2,0.2705,FLU,10000,Y,1,1,1,1,1,3.3945,2.1258,1.2687,0.63435,5.3,0.06356,1.20514,1.20514
3,D5,A2,0.2242,FLU,10000,NA,0,0,0,0,0,3.3978,NA,#VALUE!,#VALUE!,5.32,0.06356,#VALUE!,#VALUE!
3,F1,A1,0.2434,FLU,5000,N,1,1,NA,NA,NA,3.3533,NA,#VALUE!,#VALUE!,5.38,0.06356,#VALUE!,#VALUE!
3,F2,A1,0.168,FLU,5000,Y,1,1,1,1,1,3.3843,2.1317,1.2526,0.6263,4.57,0.06356,1.18904,1.18904
3,F3,A2,0.1752,FLU,5000,Y,1,1,0,0,0,3.3856,3.2937,0.1838,0.0919,4.08,0.06356,0.12024,0.12024
3,F4,A2,0.2528,FLU,5000,Y,1,1,1,1,1,3.3292,3.1573,0.1719,0.08595,4.6,0.06356,0.10834,0.10834
3,F5,A2,0.2051,FLU,5000,Y,1,1,1,1,1,3.37,2.9998,0.3702,0.1851,5.03,0.06356,0.30664,0.30664
3,G1,A1,0.153,FLU,40000,Y,1,1,0,0,0,3.3726,3.1787,0.3878,0.1939,4.48,0.06356,0.32424,0.32424
3,G2,A1,0.2146,FLU,40000,Y,1,0,0,0,0,3.3739,NA,#VALUE!,#VALUE!,5.98,0.06356,#VALUE!,#VALUE!
3,G3,A2,0.1483,FLU,40000,Y,1,0,0,0,0,3.3347,NA,#VALUE!,#VALUE!,4.5,0.06356,#VALUE!,#VALUE!
3,G4,A2,0.1674,FLU,40000,Y,1,0,0,0,0,3.3646,NA,#VALUE!,#VALUE!,4.52,0.06356,#VALUE!,#VALUE!
3,G5,A2,0.2123,FLU,40000,N,1,0,NA,NA,NA,3.3543,NA,#VALUE!,#VALUE!,5.69,0.06356,#VALUE!,#VALUE!
2,X1,A1,0.1949,SLF,0,Y,1,1,1,1,1,3.3849,2.1554,1.2295,0.61475,5.34,0.0599,1.1696,1.1696
2,X2,A1,0.2038,SLF,0,Y,1,1,1,1,1,3.3944,2.1516,1.2428,0.6214,5.31,0.0599,1.1829,1.1829
2,X3,A1,0.1188,SLF,0,Y,1,1,1,0,0,3.3323,3.2015,0.2616,0.1308,4.06,0.0599,0.2017,0.2017
2,X4,A1,0.1813,SLF,0,Y,1,1,1,1,1,3.3115,2.913,0.3985,0.19925,5.32,0.0599,0.3386,0.3386
2,X5,A1,0.1785,SLF,0,N,1,1,NA,NA,NA,3.3419,NA,#VALUE!,#VALUE!,4.56,0.0599,#VALUE!,#VALUE!
2,X6,A1,0.2118,SLF,0,Y,1,1,1,1,1,3.4067,2.2224,1.1843,0.59215,5.84,0.0599,1.1244,1.1244
2,X7,A1,0.2005,SLF,0,Y,1,1,1,1,1,3.375,2.1522,1.2228,0.6114,5.44,0.0599,1.1629,1.1629
2,X8,A1,0.1272,SLF,0,Y,1,1,1,1,1,3.3555,3.1745,0.181,0.0905,4.46,0.0599,0.1211,0.1211
2,X9,A1,0.1841,SLF,0,Y,1,1,1,1,1,3.4216,2.2001,1.2215,0.61075,5.14,0.0599,1.1616,1.1616
2,X10,A1,0.2162,SLF,0,N,1,1,NA,NA,NA,3.358,NA,#VALUE!,#VALUE!,5.09,0.0599,#VALUE!,#VALUE!
2,X11,A2,0.1578,SLF,0,N,1,1,NA,NA,NA,3.3385,NA,#VALUE!,#VALUE!,4.94,0.0599,#VALUE!,#VALUE!
2,X12,A2,0.1573,SLF,0,N,1,1,NA,NA,NA,3.3128,NA,#VALUE!,#VALUE!,4.52,0.0599,#VALUE!,#VALUE!
2,X13,A2,0.21,SLF,0,Y,1,1,1,1,1,3.4012,3.1878,0.2134,0.1067,5.53,0.0599,0.1535,0.1535
2,X14,A2,0.1511,SLF,0,Y,1,1,1,1,1,3.3755,3.1984,0.1771,0.08855,4.39,0.0599,0.1172,0.1172
2,X15,A2,0.2086,SLF,0,Y,1,1,1,1,1,3.3584,2.1259,1.2325,0.61625,5.89,0.0599,1.1726,1.1726
2,X16,A2,0.1621,SLF,0,N,1,1,NA,NA,NA,3.3856,NA,#VALUE!,#VALUE!,4.07,0.0599,#VALUE!,#VALUE!
2,X17,A2,0.2486,SLF,0,Y,1,1,1,1,1,3.3788,2.5647,0.8141,0.40705,6.04,0.0599,0.7542,0.7542
2,X18,A2,0.2093,SLF,0,Y,1,1,1,1,1,3.2246,2.8519,0.3727,0.18635,5.58,0.0599,0.3128,0.3128
2,X19,A2,0.2527,SLF,0,N,1,1,NA,NA,NA,3.3962,NA,#VALUE!,#VALUE!,5.86,0.0599,#VALUE!,#VALUE!
2,X20,A2,0.272,SLF,0,Y,1,1,1,1,1,3.3372,2.1539,1.1833,0.59165,6.02,0.0599,1.1234,1.1234
2,A1,A1,0.1333,SLF,400,Y,1,0,0,0,0,3.3187,NA,#VALUE!,#VALUE!,3.45,0.0599,#VALUE!,#VALUE!
2,A2,A1,0.2364,SLF,400,Y,1,1,0,0,0,3.3383,3.2622,0.1522,0.0761,4.42,0.0599,0.0923,0.0923
2,A3,A1,0.2165,SLF,400,Y,1,0,0,0,0,3.3908,NA,#VALUE!,#VALUE!,5.12,0.0599,#VALUE!,#VALUE!
2,A4,A1,0.2112,SLF,400,N,1,1,NA,NA,NA,3.4081,NA,#VALUE!,#VALUE!,5.1,0.0599,#VALUE!,#VALUE!
2,A5,A1,0.2313,SLF,400,Y,1,0,0,0,0,3.4179,NA,#VALUE!,#VALUE!,5.43,0.0599,#VALUE!,#VALUE!
2,A6,A1,0.2275,SLF,400,Y,1,0,0,0,0,3.3754,NA,#VALUE!,#VALUE!,5.8,0.0599,#VALUE!,#VALUE!
2,A7,A1,0.1624,SLF,400,Y,1,0,0,0,0,3.3609,NA,#VALUE!,#VALUE!,4.57,0.0599,#VALUE!,#VALUE!
2,A8,A1,0.1227,SLF,400,N,1,1,NA,NA,NA,3.3727,NA,#VALUE!,#VALUE!,3.4,0.0599,#VALUE!,#VALUE!
2,A9,A1,0.1677,SLF,400,Y,1,0,0,0,0,3.3233,NA,#VALUE!,#VALUE!,4.57,0.0599,#VALUE!,#VALUE!
2,A10,A1,0.1952,SLF,400,Y,1,1,1,1,1,3.3587,2.1319,1.2268,0.6134,5.18,0.0599,1.1669,1.1669
2,A11,A2,0.1472,SLF,400,Y,1,1,0,0,0,3.3844,3.3179,0.133,0.0665,4.94,0.0599,0.0731,0.0731
2,A12,A2,0.2054,SLF,400,Y,1,0,0,0,0,3.3947,NA,#VALUE!,#VALUE!,5.34,0.0599,#VALUE!,#VALUE!
2,A13,A2,0.2576,SLF,400,Y,1,0,0,0,0,3.1665,NA,#VALUE!,#VALUE!,6.36,0.0599,#VALUE!,#VALUE!
2,A14,A2,0.1323,SLF,400,N,1,1,NA,NA,NA,3.3867,NA,#VALUE!,#VALUE!,4.12,0.0599,#VALUE!,#VALUE!
2,A15,A2,0.1442,SLF,400,Y,1,0,0,0,0,3.3913,NA,#VALUE!,#VALUE!,4.45,0.0599,#VALUE!,#VALUE!
2,A16,A2,0.2127,SLF,400,N,1,1,NA,NA,NA,3.4001,NA,#VALUE!,#VALUE!,4.86,0.0599,#VALUE!,#VALUE!
2,A17,A2,0.1661,SLF,400,N,1,1,NA,NA,NA,3.403,NA,#VALUE!,#VALUE!,5.23,0.0599,#VALUE!,#VALUE!
2,A18,A2,0.1809,SLF,400,N,1,1,NA,NA,NA,3.4078,NA,#VALUE!,#VALUE!,4.93,0.0599,#VALUE!,#VALUE!
2,A19,A2,0.1737,SLF,400,N,1,1,NA,NA,NA,3.3738,NA,#VALUE!,#VALUE!,4.37,0.0599,#VALUE!,#VALUE!
2,A20,A2,0.1243,SLF,400,Y,1,0,0,0,0,3.3182,NA,#VALUE!,#VALUE!,4.35,0.0599,#VALUE!,#VALUE!
2,B1,A1,0.2272,SLF,16,Y,1,1,1,1,1,3.3691,2.2466,1.1225,0.56125,4.91,0.0599,1.0626,1.0626
2,B2,A1,0.242,SLF,16,Y,1,1,1,1,1,3.3435,2.1359,1.2076,0.6038,5.67,0.0599,1.1477,1.1477
2,B3,A1,0.2459,SLF,16,Y,1,1,1,1,1,3.4023,2.1817,1.2206,0.6103,4.85,0.0599,1.1607,1.1607
2,B4,A1,0.1617,SLF,16,Y,1,1,1,1,1,3.3568,2.9332,0.4236,0.2118,4.7,0.0599,0.3637,0.3637
2,B5,A1,0.2154,SLF,16,Y,1,1,1,1,1,3.1857,2.747,0.4387,0.21935,5.43,0.0599,0.3788,0.3788
2,B6,A1,0.1325,SLF,16,Y,1,1,1,0,0,3.39,3.2899,0.2002,0.1001,4.41,0.0599,0.1403,0.1403
2,B7,A1,0.1656,SLF,16,N,1,1,NA,NA,NA,3.3237,NA,#VALUE!,#VALUE!,4.36,0.0599,#VALUE!,#VALUE!
2,B8,A1,0.2449,SLF,16,Y,1,1,1,1,1,3.3797,3.0976,0.2821,0.14105,5.77,0.0599,0.2222,0.2222
2,B9,A1,0.2175,SLF,16,Y,1,1,1,1,1,3.434,2.5417,0.8923,0.44615,5.44,0.0599,0.8324,0.8324
2,B10,A1,0.3718,SLF,16,Y,1,1,1,1,1,3.4059,2.3575,1.0484,0.5242,5.74,0.0599,0.9885,0.9885
2,B11,A2,0.1542,SLF,16,Y,1,1,1,1,1,3.3987,2.3637,1.035,0.5175,4.65,0.0599,0.9751,0.9751
2,B12,A2,0.1896,SLF,16,Y,1,1,1,1,1,3.401,2.1754,1.2256,0.6128,5.22,0.0599,1.1657,1.1657
2,B13,A2,0.2148,SLF,16,Y,1,1,1,1,1,3.397,3.1224,0.2746,0.1373,5.13,0.0599,0.2147,0.2147
2,B14,A2,0.2155,SLF,16,N,1,1,NA,NA,NA,3.3532,NA,#VALUE!,#VALUE!,5.3,0.0599,#VALUE!,#VALUE!
2,B15,A2,0.2184,SLF,16,Y,1,1,1,1,1,3.257,2.8493,0.4077,0.20385,4.64,0.0599,0.3478,0.3478
2,B16,A2,0.1839,SLF,16,Y,1,1,1,1,1,3.4015,2.1224,1.2791,0.63955,5.17,0.0599,1.2192,1.2192
2,B17,A2,0.1201,SLF,16,Y,1,1,0,0,0,3.3966,3.3511,0.091,0.0455,4.76,0.0599,0.0311,0.0311
2,B18,A2,0.1539,SLF,16,N,1,1,NA,NA,NA,3.3254,NA,#VALUE!,#VALUE!,5.03,0.0599,#VALUE!,#VALUE!
2,B19,A2,0.1843,SLF,16,Y,1,1,1,1,1,3.3445,3.2184,0.1261,0.06305,5.35,0.0599,0.0662,0.0662
2,B20,A2,0.2331,SLF,16,N,1,1,NA,NA,NA,3.3985,NA,#VALUE!,#VALUE!,5.86,0.0599,#VALUE!,#VALUE!
2,C1,A1,0.1975,SLF,8,Y,1,1,1,1,1,3.383,2.3455,1.0375,0.51875,4.99,0.0599,0.9776,0.9776
2,C2,A1,0.2219,SLF,8,Y,1,1,1,1,1,3.3366,2.2829,1.0537,0.52685,4.8,0.0599,0.9938,0.9938
2,C3,A1,0.2597,SLF,8,Y,1,1,1,1,1,3.3794,2.2927,1.0867,0.54335,5.2,0.0599,1.0268,1.0268
2,C4,A1,0.1446,SLF,8,Y,1,1,1,1,1,3.3438,2.1578,1.186,0.593,4.14,0.0599,1.1261,1.1261
2,C5,A1,0.1214,SLF,8,Y,1,1,1,1,1,3.353,2.7216,0.6314,0.3157,3.14,0.0599,0.5715,0.5715
2,C6,A1,0.201,SLF,8,Y,1,1,1,1,1,3.3766,2.1626,1.214,0.607,5.21,0.0599,1.1541,1.1541
2,C7,A1,0.1987,SLF,8,Y,1,1,1,1,1,3.3249,2.1253,1.1996,0.5998,4.93,0.0599,1.1397,1.1397
2,C8,A1,0.2176,SLF,8,Y,1,1,1,1,1,3.3251,2.1492,1.1759,0.58795,4.57,0.0599,1.116,1.116
2,C9,A1,0.2898,SLF,8,Y,1,1,1,1,1,3.3356,2.1511,1.1845,0.59225,5.68,0.0599,1.1246,1.1246
2,C10,A1,0.2232,SLF,8,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.52,0.0599,#VALUE!,#VALUE!
2,C11,A2,0.2457,SLF,8,Y,1,1,1,1,1,3.3667,3.2236,0.1431,0.07155,5.46,0.0599,0.0832,0.0832
2,C12,A2,0.1917,SLF,8,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.51,0.0599,#VALUE!,#VALUE!
2,C13,A2,0.2258,SLF,8,Y,1,1,1,1,1,3.3895,3.234,0.1555,0.07775,5.55,0.0599,0.0956,0.0956
2,C14,A2,0.1824,SLF,8,Y,1,0,0,0,0,3.3347,NA,#VALUE!,#VALUE!,4.75,0.0599,#VALUE!,#VALUE!
2,C15,A2,0.1964,SLF,8,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.9,0.0599,#VALUE!,#VALUE!
2,C16,A2,0.2141,SLF,8,Y,1,1,1,1,1,3.3946,2.1287,1.2659,0.63295,4.99,0.0599,1.206,1.206
2,C17,A2,0.1566,SLF,8,Y,1,1,1,1,1,3.3618,2.1094,1.2524,0.6262,4.81,0.0599,1.1925,1.1925
2,C18,A2,0.2802,SLF,8,Y,1,1,1,1,1,3.38,2.5464,0.8336,0.4168,5.6,0.0599,0.7737,0.7737
2,C19,A2,0.1731,SLF,8,Y,1,1,1,1,1,3.4007,2.1505,1.2502,0.6251,5.23,0.0599,1.1903,1.1903
2,C20,A2,0.1436,SLF,8,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.52,0.0599,#VALUE!,#VALUE!
2,D1,A1,0.2093,SLF,4,N,1,1,NA,NA,NA,3.402,NA,#VALUE!,#VALUE!,5.23,0.0599,#VALUE!,#VALUE!
2,D2,A1,0.1699,SLF,4,Y,1,1,1,1,1,3.4101,2.2284,1.1817,0.59085,5.1,0.0599,1.1218,1.1218
2,D3,A1,0.1567,SLF,4,Y,1,1,1,1,1,3.4393,2.6034,0.8359,0.41795,4.79,0.0599,0.776,0.776
2,D4,A1,0.1706,SLF,4,Y,1,1,1,1,1,3.3673,2.4652,0.9021,0.45105,4.26,0.0599,0.8422,0.8422
2,D5,A1,0.2037,SLF,4,Y,1,1,1,1,1,3.3541,2.4873,0.8668,0.4334,5.1,0.0599,0.8069,0.8069
2,D6,A1,0.2294,SLF,4,N,1,1,NA,NA,NA,3.3984,NA,#VALUE!,#VALUE!,5.24,0.0599,#VALUE!,#VALUE!
2,D7,A1,0.1621,SLF,4,N,1,1,NA,NA,NA,3.3951,NA,#VALUE!,#VALUE!,3.59,0.0599,#VALUE!,#VALUE!
2,D8,A1,0.0974,SLF,4,N,1,1,NA,NA,NA,3.326,NA,#VALUE!,#VALUE!,4.28,0.0599,#VALUE!,#VALUE!
2,D9,A1,0.16,SLF,4,N,1,1,NA,NA,NA,3.3141,NA,#VALUE!,#VALUE!,4.55,0.0599,#VALUE!,#VALUE!
2,D10,A1,0.1312,SLF,4,Y,1,0,0,0,0,3.4153,NA,#VALUE!,#VALUE!,3.9,0.0599,#VALUE!,#VALUE!
2,D11,A2,0.1402,SLF,4,N,1,1,NA,NA,NA,3.369,NA,#VALUE!,#VALUE!,4.77,0.0599,#VALUE!,#VALUE!
2,D12,A2,0.2767,SLF,4,Y,1,1,1,1,1,3.3957,3.0489,0.3468,0.1734,5.51,0.0599,0.2869,0.2869
2,D13,A2,0.2308,SLF,4,Y,1,1,1,1,1,3.4115,2.1448,1.2667,0.63335,4.85,0.0599,1.2068,1.2068
2,D14,A2,0.2093,SLF,4,N,1,1,NA,NA,NA,3.312,NA,#VALUE!,#VALUE!,5.69,0.0599,#VALUE!,#VALUE!
2,D15,A2,0.2107,SLF,4,N,1,1,NA,NA,NA,3.3828,NA,#VALUE!,#VALUE!,5.55,0.0599,#VALUE!,#VALUE!
2,D16,A2,0.2197,SLF,4,Y,1,1,1,0,0,3.365,3.0541,0.6218,0.3109,4.06,0.0599,0.5619,0.5619
2,D17,A2,0.1849,SLF,4,N,1,1,NA,NA,NA,3.3976,NA,#VALUE!,#VALUE!,5.05,0.0599,#VALUE!,#VALUE!
2,D18,A2,0.1392,SLF,4,N,1,1,NA,NA,NA,3.3869,NA,#VALUE!,#VALUE!,4.06,0.0599,#VALUE!,#VALUE!
2,D19,A2,0.2324,SLF,4,N,1,1,NA,NA,NA,3.3436,NA,#VALUE!,#VALUE!,4.99,0.0599,#VALUE!,#VALUE!
2,D20,A2,0.1328,SLF,4,N,1,1,NA,NA,NA,3.3497,NA,#VALUE!,#VALUE!,3.51,0.0599,#VALUE!,#VALUE!
2,E1,A1,0.1941,SLF,800,N,1,1,NA,NA,NA,3.4045,NA,#VALUE!,#VALUE!,5.45,0.0599,#VALUE!,#VALUE!
2,E2,A1,0.1408,SLF,800,Y,1,1,1,1,1,3.3814,2.9497,0.4317,0.21585,4.61,0.0599,0.3718,0.3718
2,E3,A1,0.2219,SLF,800,Y,1,0,0,0,0,3.3944,NA,#VALUE!,#VALUE!,4.25,0.0599,#VALUE!,#VALUE!
2,E4,A1,0.1741,SLF,800,Y,1,1,1,0,0,3.3832,3.2949,0.1766,0.0883,4.87,0.0599,0.1167,0.1167
2,E5,A1,0.3097,SLF,800,N,1,1,NA,NA,NA,3.3959,NA,#VALUE!,#VALUE!,6.02,0.0599,#VALUE!,#VALUE!
2,E6,A1,0.1811,SLF,800,Y,1,0,0,0,0,3.3786,NA,#VALUE!,#VALUE!,4.4,0.0599,#VALUE!,#VALUE!
2,E7,A1,0.1261,SLF,800,Y,1,0,0,0,0,3.3882,NA,#VALUE!,#VALUE!,4.11,0.0599,#VALUE!,#VALUE!
2,E8,A1,0.1405,SLF,800,Y,1,0,0,0,0,3.4116,NA,#VALUE!,#VALUE!,4.46,0.0599,#VALUE!,#VALUE!
2,E9,A1,0.2038,SLF,800,Y,1,0,0,0,0,3.3612,NA,#VALUE!,#VALUE!,5.36,0.0599,#VALUE!,#VALUE!
2,E10,A1,0.2219,SLF,800,Y,1,0,0,0,0,3.355,NA,#VALUE!,#VALUE!,5.13,0.0599,#VALUE!,#VALUE!
2,E11,A2,0.1995,SLF,800,N,1,1,NA,NA,NA,3.373,NA,#VALUE!,#VALUE!,4.16,0.0599,#VALUE!,#VALUE!
2,E12,A2,0.254,SLF,800,Y,1,0,0,0,0,3.3752,NA,#VALUE!,#VALUE!,5.56,0.0599,#VALUE!,#VALUE!
2,E13,A2,0.2517,SLF,800,Y,1,0,0,0,0,3.3443,NA,#VALUE!,#VALUE!,5.18,0.0599,#VALUE!,#VALUE!
2,E14,A2,0.1381,SLF,800,Y,1,0,0,0,0,3.3474,NA,#VALUE!,#VALUE!,4.58,0.0599,#VALUE!,#VALUE!
2,E15,A2,0.168,SLF,800,N,1,1,NA,NA,NA,3.3539,NA,#VALUE!,#VALUE!,4.11,0.0599,#VALUE!,#VALUE!
2,E16,A2,0.3004,SLF,800,N,1,1,NA,NA,NA,3.4089,NA,#VALUE!,#VALUE!,6.15,0.0599,#VALUE!,#VALUE!
