Repeat_number,Bee_ID,Colony,Weight,Compound,Dose_ng_per_bee,Dose_consumption,0hrs,3hrs,24hrs,48hrs,final,Feeding_weight_start,Feeding_weight_end,Consumption_g_48hrs,Consumption_g_24hrs,Thorax_width_mm,EVAP_48hr,Adjusted_48hr,Final_adjustment
2,A14,G2,0.2161,TMX,2.5,Y,1,1,1,1,1,3.1563,2.6519,0.5044,0.2522,5.43,0.04585,0.45855,0.45855
2,A15,G2,0.1859,TMX,2.5,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.39,0.04585,#VALUE!,#VALUE!
2,A16,G2,0.2251,TMX,2.5,Y,1,1,1,1,1,3.3983,2.2997,1.0986,0.5493,4.86,0.04585,1.05275,1.05275
2,A17,G2,0.2373,TMX,2.5,Y,1,1,1,1,1,3.38,2.3819,0.9981,0.49905,5.56,0.04585,0.95225,0.95225
2,A18,G2,0.148,TMX,2.5,Y,1,1,1,1,1,3.3772,2.985,0.3922,0.1961,4.97,0.04585,0.34635,0.34635
2,A19,G2,0.2746,TMX,2.5,Y,1,1,1,1,1,3.3196,2.2568,1.0628,0.5314,5.7,0.04585,1.01695,1.01695
2,A20,G2,0.2734,TMX,2.5,Y,1,1,1,1,1,3.3747,2.3543,1.0204,0.5102,5.38,0.04585,0.97455,0.97455
2,B1,G1,0.194,TMX,40,Y,1,0,0,0,0,3.3383,NA,#VALUE!,#VALUE!,4.77,0.04585,#VALUE!,#VALUE!
2,B2,G1,0.188,TMX,40,Y,1,0,0,0,0,3.3005,NA,#VALUE!,#VALUE!,4.58,0.04585,#VALUE!,#VALUE!
2,B3,G1,0.22,TMX,40,Y,1,0,0,0,0,3.3947,NA,#VALUE!,#VALUE!,5.01,0.04585,#VALUE!,#VALUE!
2,B4,G1,0.1843,TMX,40,Y,1,0,0,0,0,3.3858,NA,#VALUE!,#VALUE!,4.92,0.04585,#VALUE!,#VALUE!
2,B5,G1,0.2036,TMX,40,Y,1,1,0,0,0,3.3161,3.2385,0.1552,0.0776,5.28,0.04585,0.10935,0.10935
2,B6,G1,0.2773,TMX,40,Y,1,0,0,0,0,3.3738,NA,#VALUE!,#VALUE!,5.55,0.04585,#VALUE!,#VALUE!
2,B7,G1,0.1881,TMX,40,Y,1,1,0,0,0,3.3036,3.2315,0.1442,0.0721,5.24,0.04585,0.09835,0.09835
2,B8,G1,0.21,TMX,40,Y,1,0,0,0,0,3.3245,NA,#VALUE!,#VALUE!,4.57,0.04585,#VALUE!,#VALUE!
2,B9,G1,0.2349,TMX,40,Y,1,0,0,0,0,3.3781,NA,#VALUE!,#VALUE!,5.35,0.04585,#VALUE!,#VALUE!
2,B10,G1,0.1665,TMX,40,Y,1,0,0,0,0,3.3823,NA,#VALUE!,#VALUE!,4.45,0.04585,#VALUE!,#VALUE!
2,B11,G2,0.1907,TMX,40,Y,1,0,0,0,0,3.3962,NA,#VALUE!,#VALUE!,4.98,0.04585,#VALUE!,#VALUE!
2,B12,G2,0.2227,TMX,40,Y,1,0,0,0,0,3.3403,NA,#VALUE!,#VALUE!,5.29,0.04585,#VALUE!,#VALUE!
2,B13,G2,0.1745,TMX,40,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.98,0.04585,#VALUE!,#VALUE!
2,B14,G2,0.2552,TMX,40,Y,1,0,0,0,0,3.365,NA,#VALUE!,#VALUE!,5.68,0.04585,#VALUE!,#VALUE!
2,B15,G2,0.1916,TMX,40,Y,1,0,0,0,0,3.3503,NA,#VALUE!,#VALUE!,5.25,0.04585,#VALUE!,#VALUE!
2,B16,G2,0.2271,TMX,40,Y,1,0,0,0,0,3.351,NA,#VALUE!,#VALUE!,5.05,0.04585,#VALUE!,#VALUE!
2,B17,G2,0.1718,TMX,40,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.86,0.04585,#VALUE!,#VALUE!
2,B18,G2,0.1955,TMX,40,Y,1,0,0,0,0,3.4085,NA,#VALUE!,#VALUE!,5.09,0.04585,#VALUE!,#VALUE!
2,B19,G2,0.1976,TMX,40,Y,1,0,0,0,0,3.4295,NA,#VALUE!,#VALUE!,5.04,0.04585,#VALUE!,#VALUE!
2,B20,G2,0.1901,TMX,40,Y,1,0,0,0,0,3.2892,NA,#VALUE!,#VALUE!,4.7,0.04585,#VALUE!,#VALUE!
2,C1,G1,0.1775,TMX,10,Y,1,1,0,0,0,3.3861,3.3518,0.0686,0.0343,4.45,0.04585,0.02275,0.02275
2,C2,G1,0.2059,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.04,0.04585,#VALUE!,#VALUE!
2,C3,G1,0.2327,TMX,10,Y,1,1,1,1,1,3.3517,2.352,0.9997,0.49985,5.1,0.04585,0.95385,0.95385
2,C4,G1,0.2328,TMX,10,Y,1,1,1,1,1,3.3274,2.1269,1.2005,0.60025,5.25,0.04585,1.15465,1.15465
2,C5,G1,0.2101,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.96,0.04585,#VALUE!,#VALUE!
2,C6,G1,0.1952,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.33,0.04585,#VALUE!,#VALUE!
2,C7,G1,0.121,TMX,10,Y,1,1,0,0,0,3.3511,3.3174,0.0674,0.0337,4.78,0.04585,0.02155,0.02155
2,C8,G1,0.2023,TMX,10,NA,0,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.44,0.04585,#VALUE!,#VALUE!
2,C9,G1,0.2678,TMX,10,Y,1,1,1,1,1,3.327,2.2266,1.1004,0.5502,5.05,0.04585,1.05455,1.05455
2,C10,G1,0.2458,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.41,0.04585,#VALUE!,#VALUE!
2,C11,G2,0.2174,TMX,10,Y,1,1,0,0,0,3.3813,3.3521,0.0584,0.0292,4.19,0.04585,0.01255,0.01255
2,C12,G2,0.1923,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.48,0.04585,#VALUE!,#VALUE!
2,C13,G2,0.1564,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.89,0.04585,#VALUE!,#VALUE!
2,C14,G2,0.2132,TMX,10,Y,1,1,0,0,0,3.4331,3.4036,0.059,0.0295,4.7,0.04585,0.01315,0.01315
2,C15,G2,0.2097,TMX,10,N,1,1,NA ,NA,NA,3.3323,NA,#VALUE!,#VALUE!,4.31,0.04585,#VALUE!,#VALUE!
2,C16,G2,0.1651,TMX,10,Y,1,1,0,0,0,3.1433,3.0845,0.1176,0.0588,5.27,0.04585,0.07175,0.07175
2,C17,G2,0.2023,TMX,10,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.45,0.04585,#VALUE!,#VALUE!
2,C18,G2,0.2526,TMX,10,N,1,1,NA ,NA,NA,3.4029,NA,#VALUE!,#VALUE!,4.78,0.04585,#VALUE!,#VALUE!
2,C19,G2,0.2162,TMX,10,Y,1,1,0,0,0,3.3885,3.1349,0.5072,0.2536,5.72,0.04585,0.46135,0.46135
2,C20,G2,0.2272,TMX,10,Y,1,1,0,0,0,3.4134,3.3851,0.0566,0.0283,5.01,0.04585,0.01075,0.01075
2,D1,G1,0.166,TMX,5,Y,1,1,1,1,1,3.381,3.1203,0.2607,0.13035,4.1,0.04585,0.21485,0.21485
2,D2,G1,0.2782,TMX,5,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.46,0.04585,#VALUE!,#VALUE!
2,D3,G1,0.1838,TMX,5,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.61,0.04585,#VALUE!,#VALUE!
2,D4,G1,0.152,TMX,5,Y,1,1,1,1,1,3.368,3.1567,0.2113,0.10565,3.92,0.04585,0.16545,0.16545
2,D5,G1,0.3163,TMX,5,Y,1,1,0,0,0,2.16,2.1246,0.0708,0.0354,5.85,0.04585,0.02495,0.02495
2,D6,G1,0.206,TMX,5,Y,1,1,1,1,1,3.3448,2.1613,1.1835,0.59175,4.22,0.04585,1.13765,1.13765
2,D7,G1,0.2178,TMX,5,Y,1,1,1,1,1,3.3576,2.6389,0.7187,0.35935,5.24,0.04585,0.67285,0.67285
2,D8,G1,0.2761,TMX,5,Y,1,1,1,0,0,3.3804,2.1301,2.5006,1.2503,NA,0.04585,2.45475,2.45475
2,D9,G1,0.158,TMX,5,Y,1,1,0,0,0,3.3559,3.3287,0.0544,0.0272,5.13,0.04585,0.00855,0.00855
2,D10,G1,0.1985,TMX,5,Y,1,1,1,1,1,3.3604,2.1508,1.2096,0.6048,4.9,0.04585,1.16375,1.16375
2,D11,G2,0.1614,TMX,5,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.44,0.04585,#VALUE!,#VALUE!
2,D12,G2,0.1971,TMX,5,Y,1,1,1,1,1,3.3578,2.7106,0.6472,0.3236,4.93,0.04585,0.60135,0.60135
2,D13,G2,0.2428,TMX,5,Y,1,1,1,1,1,3.1354,2.2154,0.92,0.46,5.51,0.04585,0.87415,0.87415
2,D14,G2,0.209,TMX,5,Y,1,1,0,0,0,3.3506,3.3192,0.0628,0.0314,5.78,0.04585,0.01695,0.01695
2,D15,G2,0.1652,TMX,5,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.98,0.04585,#VALUE!,#VALUE!
2,D16,G2,0.2066,TMX,5,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.93,0.04585,#VALUE!,#VALUE!
2,D17,G2,0.1204,TMX,5,Y,1,1,0,0,0,3.3511,3.2745,0.1532,0.0766,3.86,0.04585,0.10735,0.10735
2,D18,G2,0.1852,TMX,5,Y,1,1,0,0,0,3.3646,3.3152,0.0988,0.0494,5.67,0.04585,0.05295,0.05295
2,D19,G2,0.1766,TMX,5,Y,1,1,0,0,0,3.3858,3.2962,0.1792,0.0896,5.21,0.04585,0.13335,0.13335
2,D20,G2,0.271,TMX,5,Y,1,1,1,1,1,3.3098,2.5234,0.7864,0.3932,5.3,0.04585,0.74055,0.74055
2,E1,G1,0.1825,TMX,20,Y,1,0,0,0,0,3.3654,NA,#VALUE!,#VALUE!,4.23,0.04585,#VALUE!,#VALUE!
2,E2,G1,0.1733,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.7,0.04585,#VALUE!,#VALUE!
2,E3,G1,0.2223,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.16,0.04585,#VALUE!,#VALUE!
2,E4,G1,0.178,TMX,20,Y,1,0,0,0,0,3.2969,NA,#VALUE!,#VALUE!,4.9,0.04585,#VALUE!,#VALUE!
2,E5,G1,0.1784,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.44,0.04585,#VALUE!,#VALUE!
2,E6,G1,0.1351,TMX,20,Y,1,1,1,0,0,3.3273,2.6776,1.2994,0.6497,4.1,0.04585,1.25355,1.25355
2,E7,G1,0.2169,TMX,20,Y,1,1,0,0,0,3.3585,3.3289,0.0592,0.0296,5.37,0.04585,0.01335,0.01335
2,E8,G1,0.2326,TMX,20,Y,1,0,0,0,0,3.3524,NA,#VALUE!,#VALUE!,5.46,0.04585,#VALUE!,#VALUE!
2,E9,G1,0.186,TMX,20,Y,1,0,0,0,0,3.4078,NA,#VALUE!,#VALUE!,5.03,0.04585,#VALUE!,#VALUE!
2,E10,G1,0.088,TMX,20,Y,1,0,0,0,0,3.3522,NA,#VALUE!,#VALUE!,3.15,0.04585,#VALUE!,#VALUE!
2,E11,G2,0.2143,TMX,20,Y,1,0,0,0,0,3.3304,NA,#VALUE!,#VALUE!,5.72,0.04585,#VALUE!,#VALUE!
2,E12,G2,0.2221,TMX,20,Y,1,0,0,0,0,3.3561,NA,#VALUE!,#VALUE!,5.19,0.04585,#VALUE!,#VALUE!
2,E13,G2,0.1801,TMX,20,Y,1,0,0,0,0,3.3989,NA,#VALUE!,#VALUE!,4.68,0.04585,#VALUE!,#VALUE!
2,E14,G2,0.2107,TMX,20,Y,1,0,0,0,0,3.363,NA,#VALUE!,#VALUE!,5.4,0.04585,#VALUE!,#VALUE!
2,E15,G2,0.1743,TMX,20,Y,1,0,0,0,0,3.3378,NA,#VALUE!,#VALUE!,4.71,0.04585,#VALUE!,#VALUE!
2,E16,G2,0.2078,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.18,0.04585,#VALUE!,#VALUE!
2,E17,G2,0.2127,TMX,20,Y,1,0,0,0,0,3.4076,NA,#VALUE!,#VALUE!,5.11,0.04585,#VALUE!,#VALUE!
2,E18,G2,0.2027,TMX,20,Y,1,1,0,0,0,3.3426,3.3149,0.0554,0.0277,4.92,0.04585,0.00955,0.00955
2,E19,G2,0.495,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,6.01,0.04585,#VALUE!,#VALUE!
2,E20,G2,0.2278,TMX,20,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.3,0.04585,#VALUE!,#VALUE!
1,X1,A1,0.2156,SLF,0,Y,1,1,0,0,0,3.3752,3.3061,0.1382,0.0691,5.53,0.0572,0.081,0.081
1,X2,A1,0.235,SLF,0,Y,1,1,1,1,1,3.3743,3.197,0.1773,0.08865,5.39,0.0572,0.1201,0.1201
1,X3,A1,0.1874,SLF,0,Y,1,1,1,1,1,3.3763,2.4291,0.9472,0.4736,4.84,0.0572,0.89,0.89
1,X4,A1,0.2019,SLF,0,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,NA,0.0572,#VALUE!,#VALUE!
1,X5,A1,0.2111,SLF,0,Y,1,1,1,1,1,3.3845,2.748,0.6365,0.31825,5.24,0.0572,0.5793,0.5793
1,X6,A1,0.2195,SLF,0,Y,1,0,0,0,0,3.3266,,6.6532,3.3266,4.99,0.0572,6.596,6.596
1,X7,A1,0.2046,SLF,0,Y,1,1,1,1,1,3.3586,2.6081,0.7505,0.37525,5.06,0.0572,0.6933,0.6933
1,X8,A1,0.1658,SLF,0,Y,1,1,1,1,1,3.3874,3.3646,0.0228,0.0114,5.36,0.0572,-0.0344,0
1,X9,A1,0.2098,SLF,0,Y,1,1,1,1,1,3.4125,3.1259,0.2866,0.1433,4.92,0.0572,0.2294,0.2294
1,X10,A1,0.2991,SLF,0,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.99,0.0572,#VALUE!,#VALUE!
1,X11,A2,0.2273,SLF,0,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.77,0.0572,#VALUE!,#VALUE!
1,X12,A2,0.2225,SLF,0,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.72,0.0572,#VALUE!,#VALUE!
1,X13,A2,0.2283,SLF,0,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.53,0.0572,#VALUE!,#VALUE!
1,X14,A2,0.1665,SLF,0,Y,1,1,1,0,0,3.345,3.2072,0.2756,0.1378,5.14,0.0572,0.2184,0.2184
1,X15,A2,0.298,SLF,0,Y,1,1,1,1,1,3.3823,3.1567,0.2256,0.1128,5.33,0.0572,0.1684,0.1684
1,X16,A2,0.1204,SLF,0,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,3.93,0.0572,#VALUE!,#VALUE!
1,X17,A2,0.2102,SLF,0,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.85,0.0572,#VALUE!,#VALUE!
1,X18,A2,0.2585,SLF,0,Y,1,1,1,1,1,3.3276,3.1232,0.2044,0.1022,5.49,0.0572,0.1472,0.1472
1,X19,A2,0.2359,SLF,0,Y,1,1,1,1,1,3.3592,2.9322,0.427,0.2135,5.51,0.0572,0.3698,0.3698
1,X20,A2,0.1836,SLF,0,Y,1,1,0,0,0,3.3348,3.2879,0.0938,0.0469,5.54,0.0572,0.0366,0.0366
1,A1,A1,0.1762,SLF,80,Y,1,1,1,1,1,3.3472,3.0959,0.2513,0.12565,4.78,0.0572,0.1941,0.1941
1,A2,A1,0.2117,SLF,80,Y,1,1,0,0,0,3.3487,3.2801,0.1372,0.0686,5.59,0.0572,0.08,0.08
1,A3,A1,NA,SLF,80,Y,1,0,0,0,0,3.3837,NA,#VALUE!,#VALUE!,5.03,0.0572,#VALUE!,#VALUE!
1,A4,A1,0.2637,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.59,0.0572,#VALUE!,#VALUE!
1,A5,A1,0.3468,SLF,80,Y,1,1,1,1,1,3.3073,2.1227,1.1846,0.5923,5.86,0.0572,1.1274,1.1274
1,A6,A1,0.1922,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,NA,0.0572,#VALUE!,#VALUE!
1,A7,A1,0.1548,SLF,80,Y,1,0,0,0,0,3.4153,NA,#VALUE!,#VALUE!,4.05,0.0572,#VALUE!,#VALUE!
1,A8,A1,0.3112,SLF,80,Y,1,0,0,0,0,3.2552,NA,#VALUE!,#VALUE!,5.78,0.0572,#VALUE!,#VALUE!
1,A9,A1,0.2381,SLF,80,Y,1,0,0,0,0,3.4063,NA,#VALUE!,#VALUE!,5.07,0.0572,#VALUE!,#VALUE!
1,A10,A1,0.205,SLF,80,Y,1,0,0,0,0,3.4053,NA,#VALUE!,#VALUE!,4.86,0.0572,#VALUE!,#VALUE!
1,A11,A2,0.2984,SLF,80,Y,1,0,0,0,0,3.3479,NA,#VALUE!,#VALUE!,5.93,0.0572,#VALUE!,#VALUE!
1,A12,A2,0.1894,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.26,0.0572,#VALUE!,#VALUE!
1,A13,A2,0.2104,SLF,80,Y,1,0,0,0,0,3.401,NA,#VALUE!,#VALUE!,5.54,0.0572,#VALUE!,#VALUE!
1,A14,A2,0.185,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.38,0.0572,#VALUE!,#VALUE!
1,A15,A2,0.1395,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.07,0.0572,#VALUE!,#VALUE!
1,A16,A2,0.2062,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.35,0.0572,#VALUE!,#VALUE!
1,A17,A2,0.2097,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.42,0.0572,#VALUE!,#VALUE!
1,A18,A2,0.1535,SLF,80,N,1,1,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.76,0.0572,#VALUE!,#VALUE!
1,A19,A2,0.2118,SLF,80,Y,1,0,0,0,0,3.3849,NA,#VALUE!,#VALUE!,5.07,0.0572,#VALUE!,#VALUE!
1,A20,A2,0.2071,SLF,80,Y,1,0,0,0,0,3.4042,NA,#VALUE!,#VALUE!,5.21,0.0572,#VALUE!,#VALUE!
1,B1,A1,0.2602,SLF,8000,Y,1,0,0,0,0,3.3051,NA,#VALUE!,#VALUE!,5.39,0.0572,#VALUE!,#VALUE!
1,B2,A1,0.152,SLF,8000,Y,1,0,0,0,0,3.3774,NA,#VALUE!,#VALUE!,4.49,0.0572,#VALUE!,#VALUE!
1,B3,A1,0.2074,SLF,8000,Y,1,0,0,0,0,3.3445,NA,#VALUE!,#VALUE!,5.05,0.0572,#VALUE!,#VALUE!
1,B4,A1,0.2735,SLF,8000,Y,1,0,0,0,0,3.354,NA,#VALUE!,#VALUE!,4.97,0.0572,#VALUE!,#VALUE!
1,B5,A1,0.1442,SLF,8000,Y,1,1,0,0,0,3.3757,3.2704,0.2106,0.1053,4.93,0.0572,0.1534,0.1534
1,B6,A1,0.1961,SLF,8000,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,5.47,0.0572,#VALUE!,#VALUE!
1,B7,A1,0.1358,SLF,8000,Y,1,0,0,0,0,3.3171,NA,#VALUE!,#VALUE!,4.42,0.0572,#VALUE!,#VALUE!
1,B8,A1,0.1636,SLF,8000,Y,1,0,0,0,0,3.3679,NA,#VALUE!,#VALUE!,4.51,0.0572,#VALUE!,#VALUE!
1,B9,A1,0.1488,SLF,8000,Y,1,0,0,0,0,3.356,NA,#VALUE!,#VALUE!,4.57,0.0572,#VALUE!,#VALUE!
1,B10,A1,0.1455,SLF,8000,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.82,0.0572,#VALUE!,#VALUE!
1,B11,A2,0.1904,SLF,8000,N,1,0,NA ,NA ,NA ,NA ,NA ,#VALUE!,#VALUE!,4.79,0.0572,#VALUE!,#VALUE!
1,B12,A2,0.1313,SLF,8000,Y,1,0,0,0,0,3.3626,NA,#VALUE!,#VALUE!,4.21,0.0572,#VALUE!,#VALUE!
1,B13,A2,0.1879,SLF,8000,Y,1,0,0,0,0,3.4073,NA,#VALUE!,#VALUE!,4.77,0.0572,#VALUE!,#VALUE!
1,B14,A2,0.2268,SLF,8000,Y,1,0,0,0,0,3.3844,NA,#VALUE!,#VALUE!,5.1,0.0572,#VALUE!,#VALUE!
1,B15,A2,0.1158,SLF,8000,Y,1,1,0,0,0,3.3162,3.2068,0.2188,0.1094,3.47,0.0572,0.1616,0.1616
1,B16,A2,0.2011,SLF,8000,N,1,0,NA ,NA ,NA ,3.267,NA,#VALUE!,#VALUE!,5.52,0.0572,#VALUE!,#VALUE!
1,B17,A2,0.1587,SLF,8000,Y,1,0,0,0,0,3.3749,NA,#VALUE!,#VALUE!,4.49,0.0572,#VALUE!,#VALUE!
1,B18,A2,0.2333,SLF,8000,Y,1,0,0,0,0,3.3329,NA,#VALUE!,#VALUE!,5.47,0.0572,#VALUE!,#VALUE!
1,B19,A2,0.1929,SLF,8000,Y,1,0,0,0,0,3.3494,NA,#VALUE!,#VALUE!,4.91,0.0572,#VALUE!,#VALUE!
1,B20,A2,0.2198,SLF,8000,Y,1,0,0,0,0,3.3726,NA,#VALUE!,#VALUE!,4.91,0.0572,#VALUE!,#VALUE!
1,C1,A1,0.1741,SLF,16,Y,1,1,0,0,0,3.3436,3.2652,0.1568,0.0784,4.3,0.0572,0.0996,0.0996
1,C2,A1,0.2938,SLF,16,Y,1,1,1,1,1,3.406,3.0745,0.3315,0.16575,5.34,0.0572,0.2743,0.2743
1,C3,A1,0.1155,SLF,16,Y,1,0,0,0,0,3.3716,,6.7432,3.3716,3.9,0.0572,6.686,6.686
1,C4,A1,0.1671,SLF,16,Y,1,1,0,0,0,3.3719,3.271,0.2018,0.1009,5.14,0.0572,0.1446,0.1446
1,C5,A1,0.1883,SLF,16,Y,1,1,0,0,0,3.3709,3.273,0.1958,0.0979,5.34,0.0572,0.1386,0.1386
1,C6,A1,0.2264,SLF,16,Y,1,1,1,1,1,3.449,3.17,0.279,0.1395,5.04,0.0572,0.2218,0.2218
1,C7,A1,0.1803,SLF,16,Y,1,1,0,0,0,3.3455,3.2643,0.1624,0.0812,5.42,0.0572,0.1052,0.1052
1,C8,A1,0.1731,SLF,16,Y,1,1,0,0,0,3.3734,3.2657,0.2154,0.1077,4.32,0.0572,0.1582,0.1582
1,C9,A1,0.2674,SLF,16,Y,1,1,1,1,1,3.3633,2.8461,0.5172,0.2586,4.85,0.0572,0.46,0.46
1,C10,A1,0.2181,SLF,16,Y,1,1,0,0,0,3.3198,3.2635,0.1126,0.0563,5.15,0.0572,0.0554,0.0554
1,C11,A2,0.1478,SLF,16,Y,1,1,0,0,0,3.3618,3.2095,0.3046,0.1523,5.35,0.0572,0.2474,0.2474
1,C12,A2,0.1244,SLF,16,Y,1,1,0,0,0,3.3995,3.3608,0.0774,0.0387,4.77,0.0572,0.0202,0.0202
1,C13,A2,0.2073,SLF,16,N,1,1,NA ,NA ,NA ,3.3779,NA,#VALUE!,#VALUE!,5.64,0.0572,#VALUE!,#VALUE!
1,C14,A2,0.194,SLF,16,Y,1,1,0,0,0,3.3365,3.2462,0.1806,0.0903,5.56,0.0572,0.1234,0.1234
1,C15,A2,0.155,SLF,16,Y,1,1,0,0,0,3.4054,3.3167,0.1774,0.0887,4.98,0.0572,0.1202,0.1202
1,C16,A2,0.2184,SLF,16,N,1,1,NA ,NA ,NA ,3.352,NA,#VALUE!,#VALUE!,5.38,0.0572,#VALUE!,#VALUE!
1,C17,A2,0.154,SLF,16,Y,1,1,0,0,0,3.3595,3.3335,0.052,0.026,5.2,0.0572,-0.0052,0
1,C18,A2,0.1437,SLF,16,Y,1,1,0,0,0,3.34,3.2585,0.163,0.0815,4.3,0.0572,0.1058,0.1058
1,C19,A2,0.1317,SLF,16,Y,1,1,0,0,0,3.3836,3.3245,0.1182,0.0591,4.74,0.0572,0.061,0.061
1,C20,A2,0.2728,SLF,16,Y,1,1,1,1,1,3.3983,3.0124,0.3859,0.19295,5.61,0.0572,0.3287,0.3287
1,D1,A1,0.1989,SLF,4000,Y,1,0,0,0,0,3.3677,NA,#VALUE!,#VALUE!,5.23,0.0572,#VALUE!,#VALUE!
1,D2,A1,0.2047,SLF,4000,Y,1,0,0,0,0,3.3371,NA,#VALUE!,#VALUE!,5.28,0.0572,#VALUE!,#VALUE!
1,D3,A1,0.1784,SLF,4000,N,1,0,NA ,NA ,NA ,3.3314,NA,#VALUE!,#VALUE!,5.14,0.0572,#VALUE!,#VALUE!
1,D4,A1,0.2281,SLF,4000,Y,1,0,0,0,0,3.4107,NA,#VALUE!,#VALUE!,5.35,0.0572,#VALUE!,#VALUE!
1,D5,A1,0.2453,SLF,4000,Y,1,0,0,0,0,3.4123,NA,#VALUE!,#VALUE!,5.43,0.0572,#VALUE!,#VALUE!
1,D6,A1,0.1986,SLF,4000,Y,1,0,0,0,0,3.4024,NA,#VALUE!,#VALUE!,5.38,0.0572,#VALUE!,#VALUE!
1,D7,A1,0.1431,SLF,4000,Y,1,0,0,0,0,3.3767,NA,#VALUE!,#VALUE!,4.53,0.0572,#VALUE!,#VALUE!
1,D8,A1,0.1947,SLF,4000,N,1,0,NA ,NA ,NA ,3.3869,NA,#VALUE!,#VALUE!,5.29,0.0572,#VALUE!,#VALUE!
1,D9,A1,0.1624,SLF,4000,Y,1,0,0,0,0,3.3549,NA,#VALUE!,#VALUE!,4.76,0.0572,#VALUE!,#VALUE!
1,D10,A1,0.2498,SLF,4000,N,1,0,NA ,NA ,NA ,3.368,NA,#VALUE!,#VALUE!,5.58,0.0572,#VALUE!,#VALUE!
1,D11,A2,0.1725,SLF,4000,Y,1,0,0,0,0,3.3592,NA,#VALUE!,#VALUE!,4.99,0.0572,#VALUE!,#VALUE!
1,D12,A2,0.2328,SLF,4000,Y,1,0,0,0,0,3.3139,NA,#VALUE!,#VALUE!,5.39,0.0572,#VALUE!,#VALUE!
1,D13,A2,0.2422,SLF,4000,Y,1,0,0,0,0,3.4006,NA,#VALUE!,#VALUE!,5.49,0.0572,#VALUE!,#VALUE!
1,D14,A2,0.1944,SLF,4000,Y,1,0,0,0,0,3.3863,NA,#VALUE!,#VALUE!,5.02,0.0572,#VALUE!,#VALUE!
1,D15,A2,0.2442,SLF,4000,Y,1,0,0,0,0,3.4025,NA,#VALUE!,#VALUE!,5.93,0.0572,#VALUE!,#VALUE!
1,D16,A2,0.1779,SLF,4000,Y,1,0,0,0,0,3.3362,NA,#VALUE!,#VALUE!,4.61,0.0572,#VALUE!,#VALUE!
1,D17,A2,0.1848,SLF,4000,Y,1,0,0,0,0,3.4069,NA,#VALUE!,#VALUE!,5.45,0.0572,#VALUE!,#VALUE!
